Item Status,Item,Cert Number,Grade,Issuer Grade,Autograph Grade,Year,Set,Card Number,Subject,Variety,Serial,My Cost,PSA Estimate,Gain/Loss,My Value,Date Acquired,Source,My Notes,Vault Status,Vaulted Date,Days Vaulted,Listing Status,Listing Date,Listing Price,Sold Status,Sold On,Sold Date,Sold Price,Sold Fees,Sold Proceeds,Payment Date
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043319,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card-2024 Topps COOPER FLAGG/ DYLAN HARPER #COT-COO McDonald's All American Games Combo Talents,VIH00000042747,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please send home | 16x Raw Basketball Cards,VIH00000043003,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043303,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM | Unaccepted raw card from AG,VIH00000043119,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043327,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2021 Topps Bowman Chrome Hyun-Il Choi No.CPA-HC Autographs,VIH00000041689,VIH,,,,,,,,,,,,,,,,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI SELECT #251 LUKA DONCIC GOLD PRIZM 8/10,1.03E+08,PSA,9,-,2023,PANINI SELECT,251,LUKA DONCIC GOLD PRIZM,,10-Aug,-,842.55,-,-,-,-,-,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043323,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000043285,VIH,,,,,,,,,,,,,,,,Unvaulted,12/8/2025,98,-,-,-,-,-,-,-,-,-,-
Active,PLEASE SEND HOME - UNACCEPTED ITEM | 1x Raw Card 2024-2025 Panini Flawless Victor Wembanyama,VIH00000045676,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,59,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042863,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS - PLEASE SHIP HOME | 9x Raw Assorted Sports Cards,VIH00000043184,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2023 Panini - Gold Standard Football  No. 17 Josh Allen - Bills,VIH00000043061,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x cased slab baseball card without a brand seal- 2025 Panini The National VIP #43 AARON JUDGE (#35 hand written on back of slab in permanent marker),VIH00000042256,VIH,,,,,,,,,,,,,,,,Unvaulted,11/9/2025,128,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item Please Send Home | 1x Raw 2023 Panini One Football Terry Mclaurin #46/49,VIH00000042418,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x raw basketball card- Topps Utah AZZ All Kings ACE BAILEY King of Clubs,VIH00000043099,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2025 Panini - The National No. 43 Aaron Judge - New York,VIH00000042187,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2024 Panini Illisions Football No. 15 Ja'Marr Chase - Bengals,VIH00000042758,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini Prizm VIP Rookie Card #RC18 VJ Edgecombe,VIH00000042328,VIH,,,,,,,,,,,,,,,,Unvaulted,11/5/2025,131,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS - PLEASE SHIP HOME | 1x raw basketball card- 2024 Panini #RC8 BRANDIN PODZIEMSKI & 1x cased slab without a branded seal 2023-24 Panini Phoenix TYRESE HALIBURTON #21,VIH00000042272,VIH,,,,,,,,,,,,,,,,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,1 x Raw 2025 Topps MLB game used memorabilia - Angel Martinez #RAJR-AM | Ineligible,VIH00000043604,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Topps Player-Worn Memorabilia #RJR-YY Yoshinobu Yamamoto Patch Card,VIH00000042168,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini VIP #42 Paul Skenes 10/10 Autographed Card,VIH00000042307,VIH,,,,,,,,,,,,,,,,Unvaulted,11/5/2025,131,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please send home | Raw Card: 2024 Leaf 20A-VG1 Vladimir Guerrero Autograph 10/10,VIH00000042035,VIH,,,,,,,,,,,,,,,,Unvaulted,11/7/2025,130,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 2024/25 U Bowman Best #PAA-KK Kon Knueppel - Duke,VIH00000041830,VIH,,,,,,,,,,,,,,,,Unvaulted,11/7/2025,130,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item Please Send Home | 1x Raw 2010 Panini Kobe Bryant,VIH00000042402,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024-25 Panini Prizm Black #SIG-HER Tyler Herro Red Prizm Autograph [#67/99],VIH00000043622,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,No. SS-AR2 Aaron Rodgers | 2021 Leaf Trading Cards Signature Series Sports,VIH00000043194,VIH,,,,,,,,,,,,,,,,Unvaulted,########,90,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2025 Panini The National #VE VJ Edgecombe [#12/25],VIH00000042556,VIH,,,,,,,,,,,,,,,,Unvaulted,11/5/2025,131,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Leaf Press Pass Premium Football FF-JD1 Jaxon Dart Autographed Magenta Printing Plate 1/1,VIH00000043616,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1 raw card- 2025 Topps Holiday Mega Baseball Player Autographs RONALD ACUNA JR. with autograph with- no brand seal,VIH00000042317,VIH,,,,,,,,,,,,,,,,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM- PLEASE SHIP HOME! | 1x cased slab without brand seal- 2021-22 Panini National Treasures Basketball EVAN MOBLEY #RMD-EVM,VIH00000042972,VIH,,,,,,,,,,,,,,,,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw 2022 Panini Chronicles Revolution Draft Picks No.3 Paolo Banchero,VIH00000042473,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELLIGIBLE ITEM - PLEASE SHIP HOME | 2025 Panini - The National No. 15 larry Bird - Boston Celtics,VIH00000043063,VIH,,,,,,,,,,,,,,,,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2020-21 Panini National Treasures Treasured Signatures No. TS-LUD Luka Doncic 04/10 Autographed Raw Card,VIH00000044584,VIH,,,,,,,,,,,,,,,,Unvaulted,1/8/2026,67,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please send home | Stefon Diggs Optic Contenders Raw Card,VIH00000043148,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,"Ineligible Item - Please Send Home | 2x Raw Cards: 2025 Bowman's Best University #LRRA-HH Hannah Hidalgo Let it Rain Auto (25/50), 2025 Bowman Masterpieces #BM-20 Hannah Hidalgo",VIH00000043237,VIH,,,,,,,,,,,,,,,,Unvaulted,########,111,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 Raw Wild Card Card Stubs 7 Jaxson Dart No.7CSR-A 1/2,VIH00000042595,VIH,,,,,,,,,,,,,,,,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2007 Upper Deck Black #3 Michael Jordan 86/99 Patch Raw Card,VIH00000044579,VIH,,,,,,,,,,,,,,,,Unvaulted,1/9/2026,67,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2018 Leaf Swatch & Signature #PA-JC2 James Cook 1/1,VIH00000043667,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEMS- PLEASE SHIP HOME! | 2x raw basketball cards- 2023-24 Panini Black JALEN BRUNSON  with autograph & 2020-21 Panini Prizm  LAMELO BALL with autograph,VIH00000042980,VIH,,,,,,,,,,,,,,,,Unvaulted,########,124,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042879,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,2024-25 Panini Immaculate Collection Signatures John Stockton | Ineligible item,VIH00000042689,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | Unaccepted raw card from AG,VIH00000042852,VIH,,,,,,,,,,,,,,,,Unvaulted,########,113,-,-,-,-,-,-,-,-,-,-
Active,"INELIGIBLE ITEMS - PLEASE SHIP HOME | 5x Panini assorted NFL cards, 2022 Panini Immaculate Collection football No. ISP-JCO James Cook - Buffalo Bills",VIH00000042986,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,2018-19 Panini Prizm Luca Doncic Auto | Ineligible Item,VIH00000045333,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,60,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x Raw Card: 2024 Donruss Optic Fast Break Signatures #FBS-MOB Evan Mobley,VIH00000043149,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,2009 Upper Deck Ballpark Hanley Ramirez Swatch Auto  | Ineligible item,VIH00000042667,VIH,,,,,,,,,,,,,,,,Unvaulted,########,112,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2025 Topps 1st Bowman No.10 Fernando Mendoza Raw Card,VIH00000045640,VIH,,,,,,,,,,,,,,,,Unvaulted,1/16/2026,59,-,-,-,-,-,-,-,-,-,-
Active,"2024-25 Panini - One and One Basketball Dalton Knecht #RJA-KNE | Encased Ungraded Panini ""One"" Sealed",VIH00000043085,VIH,,,,,,,,,,,,,,,,Unvaulted,########,115,-,-,-,-,-,-,-,-,-,-
Active,2022-23 Impeccable Stars Signatures Jayson Tatum  | White Box 1/1,VIH00000044842,VIH,,,,,,,,,,,,,,,,Unvaulted,1/17/2026,59,-,-,-,-,-,-,-,-,-,-
Active,"2024-25 Panini - Eminence Basketball Jared McCain #EM-MCC Autograph | Encased Ungraded Panini ""Eminence"" Sealed",VIH00000043583,VIH,,,,,,,,,,,,,,,,Unvaulted,########,110,-,-,-,-,-,-,-,-,-,-
Active,2024-25 Panini Silhouette Basketball | NBA The Cup Stephen Curry 1/7,VIH00000045879,VIH,,,,,,,,,,,,,,,,Unvaulted,1/21/2026,55,-,-,-,-,-,-,-,-,-,-
Active,"2024-25 Panini - Flawless Basketball Luka Doncic #182 | Encased Ungraded Panini ""Flawless"" Sealed",VIH00000043135,VIH,,,,,,,,,,,,,,,,Unvaulted,########,118,-,-,-,-,-,-,-,-,-,-
Active,2018-19 Panini Revolution STEPHEN CURRY #AU-SCY | AUTOGRAPHED CARD GUARANTEED BY PANINI AMERICA,VIH00000045325,VIH,,,,,,,,,,,,,,,,Unvaulted,1/17/2026,59,-,-,-,-,-,-,-,-,-,-
Active,2017 Leaf Pearl #AU-CR1 Cristiano Ronaldo | Autographed 7/10 Encased,VIH00000042861,VIH,,,,,,,,,,,,,,,,Unvaulted,########,90,-,-,-,-,-,-,-,-,-,-
Active,2021-22 Panini Illusions Basketball - Luka Doncic | Superlatives Signatures - No. SS-LKD,VIH00000045632,VIH,,,,,,,,,,,,,,,,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2020 PANINI ONE AND ONE #79 SHAI GILGEOUS-ALEXANDER PURPLE 22/25,1.04E+08,PSA,9,10,2020,PANINI ONE AND ONE,79,SHAI GILGEOUS-ALEXANDER PURPLE,,22/25,-,203.74,-,-,-,-,-,To Vault,11/6/2025,130,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI PRIZM #353 BROCK PURDY GREEN PRIZM,98565181,PSA,10,-,2022,PANINI PRIZM,353,BROCK PURDY GREEN PRIZM,,-,-,143.73,-,-,-,-,-,Vaulted,2/6/2026,39,Fixed Price,2/10/2026,279.99,-,eBay,-,-,-,-,-
Active,2023-24 Panini Obsidian Equinox Gear #20 Ausar Thompson Vibrant Mojo,0018633611,BGS,9,-,2023-24,Panini Obsidian Equinox Gear,20,Ausar Thompson Vibrant Mojo,,-,898,-,-,898,-,-,-,Vaulted,1/29/2026,47,Fixed Price,2/11/2026,1499,-,eBay,-,-,-,-,-
Active,2023 PANINI ABSOLUTE KABOOM! HORIZONTAL #9 JALEN HURTS,1.13E+08,PSA,8,-,2023,PANINI ABSOLUTE KABOOM! HORIZONTAL,9,JALEN HURTS -,,-,-,564.19,-,-,-,-,-,Vaulted,2/11/2026,33,Fixed Price,2/11/2026,4599,-,eBay,-,-,-,-,-
Active,Ineligible Item - Please send home | 3X Raw Yao Ming Cards,VIH00000045907,VIH,,,,,,,,,,,,,,,,Unvaulted,1/29/2026,46,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item Please Send Home | 2022-23 Panini National Treasures Anthony Edwards #26/49,VIH00000045295,VIH,,,,,,,,,,,,,,,,Unvaulted,1/28/2026,48,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please Send Home | 3x Raw Sports Cards,VIH00000045074,VIH,,,,,,,,,,,,,,,,Unvaulted,1/30/2026,46,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please Send Home | 1x Raw Sports Card,VIH00000045063,VIH,,,,,,,,,,,,,,,,Unvaulted,1/30/2026,46,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SEND HOME | x1 2016-17 Panini Flawless Basketball Dennis Rodman #EX-DEN 13/25 Raw Card,VIH00000045460,VIH,,,,,,,,,,,,,,,,Unvaulted,1/30/2026,45,-,-,-,-,-,-,-,-,-,-
Active,2023 BOWMAN UNIVERSITY CHROME 2007-08 BOWMAN #07B22 CAITLIN CLARK GOLD REFRACTOR 32/50,87509842,PSA,10,-,2023,BOWMAN UNIVERSITY CHROME 2007-08 BOWMAN 07B22 CAITLIN CLARK GOLD REFRACTOR,,,,32/50,-,836.12,-,-,-,-,-,Unvaulted,########,118,-,-,-,-,-,-,-,-,-,-
Active,2023 BOWMAN DRAFT DRAFT PICKS & PROSPECTS AUTOGRAPH #DPPAPS PAUL SKENES RED REFRACTOR 2/5,96536274,PSA,9,-,2023,BOWMAN DRAFT DRAFT PICKS & PROSPECTS AUTOGRAPH DPPAPS PAUL SKENES RED REFRACTOR,,,,5-Feb,1580,1848.35,268.3499999999999,-,########,eBay,-,Unvaulted,10/9/2024,96,-,-,-,-,-,-,-,-,-,-
Active,2021-22 TOPPS CHROME PARIS SAINT-GERMAIN AUTOGRAPHS #AUKM KYLIAN MBAPPE WAVE REFRACTOR 41/50,79400339,PSA,9,-,2021-22,TOPPS CHROME PARIS,SAINT-GERMAIN,AUTOGRAPHS AUKM KYLIAN MBAPPE WAVE REFRACTOR,,41/50,-,1760.72,-,-,-,-,-,Unvaulted,1/23/2026,53,-,-,-,-,-,-,-,-,-,-
Active,Ineligible Item - Please send home | Raw Topps Chrome Dwayne Wade Autograph 01/50,VIH00000045442,VIH,,,,,,,,,,,,,,,,Unvaulted,1/29/2026,46,-,-,-,-,-,-,-,-,-,-
Active,2020 PANINI NATIONAL TREASURES ROOKIE PRIVATE SIGNINGS #AED ANTHONY EDWARDS ASSOCIATION,1.21E+08,PSA,9,-,2020,PANINI NATIONAL TREASURES ROOKIE PRIVATE SIGNINGS AED ANTHONY EDWARDS ASSOCIATION,,,,-,-,992.42,-,-,-,-,-,Unvaulted,########,125,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - PLEASE SHIP HOME | 1x 2024-25 Panini Revolution Kaboom! No.33 Derrick Rose Raw Card,VIH00000045418,VIH,,,,,,,,,,,,,,,,Unvaulted,1/31/2026,44,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 1x Raw Card: 2017-18 Panini Contenders Jayson Tatum #103,VIH00000045086,VIH,,,,,,,,,,,,,,,,Unvaulted,1/29/2026,46,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI SELECT WNBA #72 CAITLIN CLARK GOLD PRIZM 5/10,1.11E+08,PSA,10,-,2024,PANINI SELECT WNBA,72,CAITLIN CLARK GOLD PRIZM,,10-May,-,7957.63,-,-,-,-,-,Unvaulted,########,137,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI NATIONAL VIP GOLD #39 NIKOLA JOKIC BLUE YELLOW GREEN 25/25,84478457,PSA,10,-,2023,PANINI NATIONAL VIP GOLD,39,NIKOLA JOKIC BLUE YELLOW GREEN,,25/25,157.5,166.85,9.349999999999994,-,1/12/2026,eBay,-,Vaulted,-,-,Fixed Price,2/12/2026,399,-,eBay,-,-,-,-,-
Active,2013 UD All-Time Greats #ATG-LJ3 LeBron James Signatures Silver 3/5,0009157336,BGS,9,-,2013,UD,All-Time,Greats ATG-LJ3 LeBron James Signatures Silver 3/5,,-,-,-,-,-,-,-,-,Vaulted,1/14/2026,61,Fixed Price,2/14/2026,9999,-,eBay,-,-,-,-,-
Active,2022 PANINI SELECT SENSATIONS #SEN6 JUSTIN HERBERT BLACK PRIZM 1/1 1/1,1.06E+08,PSA,10,-,2022,PANINI SELECT SENSATIONS SEN6 JUSTIN HERBERT BLACK PRIZM 1/1,,,,1-Jan,-,-,-,-,-,-,-,Unvaulted,1/14/2026,62,-,-,-,-,-,-,-,-,-,-
Active,2014-15 Panini Flawless #43 Julius Erving Association Autographs - Gold,0009492065,BGS,8,-,2014-15,Panini Flawless,43,Julius Erving Association Autographs - Gold,,-,-,-,-,-,-,-,-,Unvaulted,2/1/2026,44,-,-,-,-,-,-,-,-,-,-
Active,2021 TOPPS CHROME UEFA CHAMPIONS LEAGUE #200 ERLING HAALAND RED REFRACTOR 5/10,1.26E+08,PSA,10,-,2021,TOPPS CHROME UEFA CHAMPIONS LEAGUE,200,ERLING HAALAND RED REFRACTOR,,10-May,-,1610.01,-,-,-,-,-,Unvaulted,1/7/2026,68,-,-,-,-,-,-,-,-,-,-
Active,2025 BOWMAN UNIVERSITY CHROME #109 FERNANDO MENDOZA BLACK REFRACTOR 3/10,1.41E+08,PSA,9,-,2025,BOWMAN UNIVERSITY CHROME,109,FERNANDO MENDOZA BLACK REFRACTOR,,10-Mar,-,-,-,-,-,-,-,Unvaulted,1/21/2026,54,-,-,-,-,-,-,-,-,-,-
Active,2024 TOPPS 50/50 SHOHEI OHTANI #39 SHOHEI OHTANI CHROME-RED REFRACTOR 1/5,1.43E+08,PSA,9,-,2024,TOPPS 50/50 SHOHEI OHTANI,39,SHOHEI OHTANI CHROME-RED REFRACTOR,,5-Jan,-,-,-,-,-,-,-,Unvaulted,1/21/2026,54,-,-,-,-,-,-,-,-,-,-
Active,2024-25 Panini Prizm Draft Picks #P-PJE VJ Edgecombe Blue Ice Prizm,3533486,SGC,10,-,2024-25,Panini Prizm Draft Picks,P-PJE,VJ Edgecombe Blue Ice Prizm,,-,1175.46,-,-,1175.46,-,-,-,Unvaulted,########,116,-,-,-,-,-,-,-,-,-,-
Active,2023 TOPPS CHROME TOPPS CHROME AUTOGRAPHS #CGMB MIKAL BRIDGES BLACK GEOMETRIC 2/2,1.03E+08,PSA,10,-,2023,TOPPS CHROME TOPPS CHROME AUTOGRAPHS CGMB MIKAL BRIDGES BLACK GEOMETRIC,,,,2-Feb,-,149.39,-,-,-,-,-,Vaulted,########,121,Fixed Price,2/15/2026,299,-,eBay,-,-,-,-,-
Active,2016 BOWMAN'S BEST DUAL AUTOGRAPHS #BDABC BREGMAN/CORREA,0009791061,BGS,9.5,-,2016,BOWMAN'S BEST DUAL AUTOGRAPHS BDABC BREGMAN/CORREA -,,,,-,-,-,-,-,-,-,-,Vaulted,-,-,Fixed Price,2/15/2026,199,-,eBay,-,-,-,-,-
Active,1997-98 SP Authentic #MJ Michael Jordan Scott Stars & Rookies - Redeemed Exchange Card,0016984156,BGS,Authentic,-,1997-98,SP Authentic MJ Michael Jordan Scott Stars & Rookies - Redeemed Exchange Card,,,,-,-,-,-,-,-,-,-,Vaulted,########,123,Fixed Price,2/15/2026,4199,-,eBay,-,-,-,-,-
Active,2020 PANINI DONRUSS #201 ANTHONY EDWARDS GREEN LASER,99609188,PSA,10,-,2020,PANINI DONRUSS,201,ANTHONY EDWARDS GREEN LASER,,-,-,218,-,-,-,-,-,Vaulted,2/15/2026,30,Fixed Price,2/15/2026,299,-,eBay,-,-,-,-,-
Active,2013-14 Panini Prizm #290 Giannis Antetokounmpo,0010242297,BGS,10,-,2013-14,Panini Prizm,290,Giannis Antetokounmpo -,,-,-,-,-,-,-,-,-,Vaulted,1/12/2026,63,Fixed Price,2/15/2026,1499,-,eBay,-,-,-,-,-
Active,1996 BOWMAN'S BEST ROOKIE #R23 KOBE BRYANT,48740618,PSA,10,-,1996,BOWMAN'S BEST ROOKIE R23 KOBE BRYANT -,,,,-,-,947.19,-,-,-,-,-,Vaulted,1/9/2026,66,Fixed Price,2/15/2026,1199,-,eBay,-,-,-,-,-
Active,2008 BOWMAN CHROME #69 KEVIN DURANT REFRACTOR,51047816,PSA,9,-,2008,BOWMAN CHROME,69,KEVIN DURANT REFRACTOR,,-,-,138.69,-,-,-,-,-,Vaulted,2/17/2026,28,Fixed Price,2/17/2026,499,-,eBay,-,-,-,-,-
Active,2002 eTOPPS #53 YAO MING,60692523,PSA,10,-,2002,eTOPPS,53,YAO MING -,,-,-,177.01,-,-,-,-,-,Vaulted,1/24/2026,52,Fixed Price,2/17/2026,399,-,eBay,-,-,-,-,-
Active,2002 TOPPS PRISTINE #51 YAO MING REFRACTOR,90175551,PSA,10,-,2002,TOPPS PRISTINE,51,YAO MING REFRACTOR,,-,-,151.87,-,-,-,-,-,Vaulted,1/24/2026,52,Fixed Price,2/17/2026,299,-,eBay,-,-,-,-,-
Active,1996 TOPPS #138 KOBE BRYANT,1.19E+08,PSA,10,-,1996,TOPPS,138,KOBE BRYANT -,,-,-,1404.46,-,-,-,-,-,Vaulted,12/1/2025,105,Fixed Price,2/17/2026,1999,-,eBay,-,-,-,-,-
Active,2020 PANINI DONRUSS OPTIC #151 ANTHONY EDWARDS TARGET BOX SET,63655939,PSA,10,-,2020,PANINI DONRUSS OPTIC,151,ANTHONY EDWARDS TARGET BOX SET,,-,-,125.76,-,-,-,-,-,Vaulted,2/16/2026,29,Fixed Price,2/17/2026,499,-,eBay,-,-,-,-,-
Active,2002-03 Topps Chrome #146A Yao Ming,0003134786,BGS,9.5,-,2002-03,Topps Chrome 146A Yao Ming -,,,,-,-,-,-,-,-,-,-,Vaulted,1/23/2026,53,Fixed Price,2/17/2026,449,-,eBay,-,-,-,-,-
Active,1996 Finest #269 Kobe Bryant,0019066069,BGS,9,-,1996,Finest,269,Kobe Bryant -,,-,1742,-,-,1742,-,-,-,Vaulted,1/13/2026,62,Fixed Price,2/18/2026,2399,-,eBay,-,-,-,-,-
Active,2013-14 FLEER RETRO 99-00 SKYBOX PRIME TIME AUTOGRAPHS #18PTV LEBRON JAMES/25,0008252228,BGS,10,-,2013-14,FLEER RETRO 99-00 SKYBOX PRIME TIME AUTOGRAPHS 18PTV LEBRON JAMES/25 -,,,,-,-,-,-,-,-,-,-,Vaulted,########,89,Fixed Price,2/22/2026,5999,-,eBay,-,-,-,-,-
Active,2015-16 PANINI FLAWLESS LEGENDARY SIGNATURES #LSVAL CARLOS VALDERRAMA 21/25,97663916,PSA,8,-,2015-16,PANINI FLAWLESS LEGENDARY SIGNATURES LSVAL CARLOS VALDERRAMA -,,,,21/25,-,357.68,-,-,-,-,-,Vaulted,########,121,Fixed Price,########,499,-,eBay,-,-,-,-,-
Active,2017 Panini Prizm #269 Patrick Mahomes II,0017251552,BGS,9.5,-,2017,Panini Prizm,269,Patrick Mahomes II -,,-,3550,-,-,3550,-,-,-,Vaulted,1/29/2026,46,Fixed Price,2/25/2026,3799,-,eBay,-,-,-,-,-
Active,2023 TOPPS MERCURY: VICTOR WEMBANYAMA AUTOGRAPHS #WA9 VICTOR WEMBANYAMA ORANGE REFRACTOR 6/25,99330605,PSA,10,-,2023,TOPPS MERCURY: VICTOR WEMBANYAMA AUTOGRAPHS WA9 VICTOR WEMBANYAMA ORANGE REFRACTOR,,,,25-Jun,-,4550.34,-,-,-,-,-,Vaulted,1/7/2026,68,Fixed Price,2/23/2026,6999,-,eBay,-,-,-,-,-
Active,Shaquille O'neal National Treasures | One Of One,VIH00000045791,VIH,,,,,,,,,,,,,,,,Unvaulted,2/7/2026,38,-,-,-,-,-,-,-,-,-,-
Active,INELIGIBLE ITEM - SEND HOME | Raw Card: 2024-25 Panini Revolution Kel'El Ware #29,VIH00000046137,VIH,,,,,,,,,,,,,,,,Unvaulted,2/10/2026,35,-,-,-,-,-,-,-,-,-,-
